Nacionalidad,Dorsal,Nombre,ID del jugador,Entrenador,Especialidad,Bonificación por club de origen,Lesiones,Amonestaciones,En la lista de transferencias,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Fidelidad,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Fecha último partido,Rendimiento último partido,Demarcación último partido
Chile,10,Oskar Aizpuru,427812596,,,,,1,,29,76,155580,77184,184,7,5,20,7,7,1,4,18,4,5,6,3,22-11-2020,9.5,MC
Alemania,14,Luca Kopetzky,427835263,,,,,1,,29,62,72320,39924,184,5,4,20,6,7,1,3,16,3,4,4,3,29-11-2020,8,MC
Argentina,23,Huberto Marquet,427791661,,,,,,,30,46,54370,37944,184,4,6,20,5,7,1,3,16,4,3,2,3,29-11-2020,6.5,MC
Japón,8,僚 (Ryo) 川野 (Kawano),434502972,,Rápido,,,,,27,16,51800,28056,139,2,2,20,5,7,1,4,15,2,3,4,4,22-11-2020,6,MC
Bélgica,7,Watse Deschuymere,437261831,,,,,,,24,102,66850,21444,123,3,3,20,8,8,1,3,14,5,5,3,3,29-11-2020,8,MC
Palestina,21,Sulaiman Alam Hamdan,427897703,,Potente,,,,,28,63,42890,22356,182,8,4,20,5,7,1,4,14,7,5,3,1,02-12-2020,5.5,ED
Suiza,28,Mickaël Bourrée,428032686,,Cabeceador,,,2,,29,50,42340,18600,182,7,2,20,7,7,1,2,14,7,5,6,5,02-12-2020,5.5,ED
Colombia,29,Weibar Cerquera,438673853,,Potente,,,2,,25,49,34330,10570,109,2,4,20,7,8,1,2,13,3,3,5,4,29-11-2020,6,MC
Costa Rica,15,Abdulad Conejo,435765263,,,,,,,26,1,26740,7836,135,4,5,20,7,8,1,2,12,7,5,5,5,22-11-2020,6,ED
Colombia,17,Fabián Álvarez,446926492,,Potente,,,,,20,74,16100,3470,54,2,6,20,8,8,1,4,11,3,5,2,3,02-12-2020,6.5,MC
Alemania,35,Walter Brieselang,401033610,,,,,,,39,104,410,1404,70,8,5,20,3,2,0,0,11,0,1,0,3,12-08-2020,5.5,MC
Estados Unidos,30,Tomás Ruiz,442669692,,,,,,,22,56,12030,1620,77,3,4,20,7,8,2,4,10,8,6,3,3,02-12-2020,5.5,EI
Colombia,16,Norberto Peña,427777432,,Potente,1,,,,30,1,7330,1150,185,5,3,20,7,7,1,3,9,6,6,7,6,02-12-2020,5.5,DEL
Italia,20,Paolo Prada,448909876,,,,,,,20,37,4660,780,43,2,4,19,5,8,1,5,8,3,7,4,1,02-12-2020,4,MC
Irlanda,5,Bosco Coyne,432091322,,,,,,,28,96,5390,876,154,6,6,20,7,7,1,8,7,3,3,6,4,02-12-2020,5,DC
España,9,Mauro Albelda,426590336,,Técnico,,,1,,30,10,2640,588,171,4,3,20,7,6,1,5,7,4,6,7,1,11-11-2020,4.5,DEL
Rumanía,12,Fănică Teacu,433196899,,,,2,,,28,76,2620,1620,154,6,2,20,7,7,7,3,7,1,1,1,4,29-11-2020,4,POR
Grecia,13,Pakis Trachanoplagias,422917556,,Rápido,,,,,30,28,1260,852,171,6,1,20,1,7,1,8,7,4,3,3,2,02-12-2020,1.5,DC
Italia,19,Mauro Turina,448915978,,Imprevisible,,,,,19,90,2750,468,43,2,2,19,6,7,1,4,7,4,7,3,4,02-12-2020,4,MC
Bolivia,2,Casimiro Jáuregui,426805651,,Potente,,,,,31,1,2940,540,171,6,2,20,8,7,1,8,6,4,5,6,6,29-11-2020,4.5,DC
Alemania,3,Marc Benoit-Hutter,430743015,,Técnico,,,,,28,37,1580,612,154,4,2,20,4,7,1,8,6,4,4,4,1,02-12-2020,3,LD
Uzbekistán,11,Latif Hoshimov,431250005,,Potente,,,1,,27,48,20740,3636,104,6,4,20,7,7,1,4,6,3,8,11,1,29-11-2020,7.5,DEL
Irán,26,Farjad Amjadi,432094261,,,,,,,27,29,43880,17868,81,7,5,20,5,7,1,14,6,3,4,6,4,15-11-2020,8,DC
Colombia,34,Daniel Otero,455416321,,Técnico,,,,,17,80,710,290,10,2,6,9,8,6,2,5,6,4,4,2,4,02-12-2020,3.5,MC
Colombia,95,José Alfonso Guerrero,427777425,,,1,,,,30,104,500,310,185,2,3,20,5,5,1,4,6,3,6,3,6,31-10-2018,3,DEL
Colombia,96,Aníbal Moyano,427777424,,Potente,1,,,,32,86,150,290,185,3,1,20,3,5,1,5,6,4,4,1,5,08-01-2020,3.5,ED
Suiza,27,Maximilian Gmünder,426697959,,,,,,,29,10,18590,14148,82,7,4,20,2,7,1,14,5,3,4,5,3,29-11-2020,4,DC
Austria,32,Alfred Vejdovszky,431124773,,,,,1,,27,41,20750,5220,107,6,2,20,8,7,1,5,5,6,5,11,3,29-11-2020,8,DEL
Colombia,33,Augusto Núñez,454554703,,Potente,,,,,17,105,1730,310,14,2,4,11,6,7,1,2,5,6,7,3,3,02-12-2020,3,MC
Colombia,98,Gonzalo Albán,427777420,,,1,,,,29,100,770,380,185,3,6,20,3,6,1,7,5,4,5,2,5,02-12-2020,2.5,LI
Suiza,24,Maurice Chaplain,420823350,,Imprevisible,,,,,31,31,42260,26820,27,8,2,15,6,6,1,16,4,2,4,2,5,29-11-2020,7,DC
Venezuela,92,Israel Arteaga,428808648,,,,,,,28,64,610,444,171,2,5,20,4,6,1,7,4,4,4,2,2,10-05-2020,2,MC
Suiza,,Achille Lev,439739663,1,Imprevisible,,,,,37,75,0,300,28,7,7,15,2,3,0,4,3,0,0,0,6,09-09-2020,0.5,LI
Colombia,1,Darío Fernando Caballero,427777417,,Rápido,1,,,,32,99,1140,690,185,4,2,20,3,5,6,2,2,1,1,0,5,02-12-2020,1.5,POR
Colombia,22,Felipe Cucunubá,427777418,,,1,,,,38,87,20,280,185,7,1,20,2,3,3,1,1,0,0,0,1,09-09-2020,1.5,POR
Túnez,25,Karim Ati,399199147,,,,,,,37,77,11010,1776,12,15,3,10,7,4,13,3,1,0,0,0,0,29-11-2020,6.5,POR
