Nacionalidad,Dorsal,Nombre,ID del jugador,Entrenador,Especialidad,Bonificación por club de origen,Lesiones,Amonestaciones,En la lista de transferencias,Edad,Días,TSI,Salario,Semanas en el club,Experiencia,Liderazgo,Fidelidad,Forma,Resistencia,Portería,Defensa,Jugadas,Lateral,Pases,Anotación,Balón parado,Fecha último partido,Rendimiento último partido,Demarcación último partido
Suiza,24,Maurice Chaplain,420823350,,Imprevisible,,,,,31,17,40800,26820,26,8,2,15,5,6,1,16,4,2,4,2,5,15-11-2020,6.5,DC
Irán,26,Farjad Amjadi,432094261,,,,2,,,27,15,34670,17868,79,7,5,20,6,7,1,14,6,3,4,6,4,15-11-2020,8,DC
Suiza,27,Maximilian Gmünder,426697959,,,,,,,28,108,26490,15684,80,7,4,20,3,7,1,14,5,3,4,5,3,15-11-2020,6,DC
Bolivia,2,Casimiro Jáuregui,426805651,,Potente,,,,,30,99,2820,564,170,6,2,20,7,7,1,8,6,4,5,6,6,15-11-2020,4.5,DC
Alemania,3,Marc Benoit-Hutter,430743015,,Técnico,,,,,28,23,1440,612,152,4,2,20,3,6,1,8,6,4,4,4,1,18-11-2020,2.5,DC
Irlanda,5,Bosco Coyne,432091322,,,,,,,28,82,5100,876,153,6,6,20,6,7,1,8,7,3,3,6,4,18-11-2020,4.5,LD
Grecia,13,Pakis Trachanoplagias,422917556,,Rápido,,,,,30,14,1490,852,170,6,1,20,2,7,1,8,7,4,3,3,2,18-11-2020,2.5,DC
Venezuela,92,Israel Arteaga,428808648,,,,,,,28,50,610,444,170,2,5,20,4,6,1,7,4,4,4,2,2,10-05-2020,2,MC
Colombia,98,Gonzalo Albán,427777420,,,1,,,,29,86,770,380,183,3,6,20,3,6,1,7,5,4,5,2,5,18-11-2020,2.5,LI
España,9,Mauro Albelda,426590336,,Técnico,,,1,,29,108,2980,600,169,4,3,20,6,7,1,5,7,4,6,7,1,11-11-2020,4.5,DEL
Italia,20,Paolo Prada,448909876,,,,,,,20,23,4510,780,41,2,4,18,5,7,1,5,8,3,7,4,1,18-11-2020,4.5,MC
Austria,32,Alfred Vejdovszky,431124773,,,,,1,,27,27,20360,5220,105,6,2,20,7,7,1,5,5,6,5,11,3,15-11-2020,7.5,DEL
Colombia,34,Daniel Otero,455416321,,Técnico,,,,,17,66,640,290,8,2,6,8,8,6,2,5,6,4,4,2,4,18-11-2020,3.5,MC
Colombia,96,Aníbal Moyano,427777424,,Potente,1,,,,32,72,140,290,183,3,1,20,3,5,1,5,6,4,4,1,5,08-01-2020,3.5,ED
Japón,8,僚 (Ryo) 川野 (Kawano),434502972,,Rápido,,,,,27,2,52510,28056,137,2,2,20,5,7,1,4,15,2,3,4,4,15-11-2020,6,MC
Chile,10,Oskar Aizpuru,427812596,,,,,,,29,62,160200,77184,183,7,5,20,7,7,1,4,18,4,5,6,3,15-11-2020,9.5,MC
Uzbekistán,11,Latif Hoshimov,431250005,,Potente,,,1,,27,34,20840,3636,103,6,4,20,7,7,1,4,6,3,8,11,1,15-11-2020,7.5,DEL
Colombia,17,Fabián Álvarez,446926492,,Potente,,,,,20,60,15100,3470,52,2,6,20,8,8,1,4,11,3,5,2,3,15-11-2020,6,MC
Italia,19,Mauro Turina,448915978,,Imprevisible,,,,,19,76,2600,468,41,2,2,18,5,7,1,4,7,4,7,3,4,18-11-2020,3,MC
Palestina,21,Sulaiman Alam Hamdan,427897703,,Potente,,,,,28,49,46570,22356,180,8,4,20,5,7,1,4,14,7,5,3,1,15-11-2020,5,ED
Estados Unidos,30,Tomás Ruiz,442669692,,,,,,,22,42,11360,1620,75,3,4,20,7,8,2,4,9,8,6,3,3,18-11-2020,5.5,EI
Colombia,95,José Alfonso Guerrero,427777425,,,1,,,,30,90,510,310,183,2,3,20,5,5,1,4,6,3,6,3,6,31-10-2018,3,DEL
Suiza,,Achille Lev,439739663,1,Imprevisible,,,,,37,61,0,300,26,7,7,15,3,3,0,4,3,0,0,0,6,09-09-2020,0.5,LI
Bélgica,7,Watse Deschuymere,437261831,,,,,,,24,88,65860,21444,121,3,3,20,8,8,1,3,14,5,5,3,3,15-11-2020,7.5,MC
Rumanía,12,Fănică Teacu,433196899,,,,,,,28,62,3980,1620,153,6,2,20,7,7,7,3,7,1,1,1,4,18-11-2020,4,POR
Alemania,14,Luca Kopetzky,427835263,,,,,1,,29,48,68940,39924,182,5,4,20,6,7,1,3,16,3,4,4,3,15-11-2020,7.5,MC
Colombia,16,Norberto Peña,427777432,,Potente,1,,,,29,99,7320,1060,183,5,3,20,7,7,1,3,9,6,6,7,6,18-11-2020,6,DEL
Argentina,23,Huberto Marquet,427791661,,,,,,,30,32,58800,37944,182,4,6,20,6,7,1,3,16,4,3,2,3,18-11-2020,8,MC
Túnez,25,Karim Ati,399199147,,,,,,,37,63,10820,1776,10,15,3,9,6,4,13,3,1,0,0,0,0,15-11-2020,5,POR
Colombia,1,Darío Fernando Caballero,427777417,,Rápido,1,,,,32,85,1210,690,183,4,2,20,3,5,6,2,2,1,1,0,5,26-08-2020,1.5,POR
Costa Rica,15,Abdulad Conejo,435765263,,,,,,,25,99,26720,5820,133,4,5,20,8,8,1,2,12,7,5,5,5,18-11-2020,6,ED
Suiza,28,Mickaël Bourrée,428032686,,Cabeceador,,,2,,29,36,44070,18600,180,7,2,20,8,7,1,2,14,7,5,6,5,15-11-2020,6,EI
Colombia,29,Weibar Cerquera,438673853,,Potente,,,1,,25,35,31490,10570,107,2,4,20,6,8,1,2,13,3,3,5,4,18-11-2020,6.5,MC
Colombia,33,Augusto Núñez,454554703,,Potente,,,,,17,91,1680,310,12,2,4,10,7,7,1,2,5,6,7,3,3,18-11-2020,2.5,MC
Colombia,22,Felipe Cucunubá,427777418,,,1,,,,38,73,30,280,183,7,1,20,2,3,3,1,1,0,0,0,1,09-09-2020,1.5,POR
Alemania,35,Walter Brieselang,401033610,,,,,,,39,90,480,1404,69,8,5,20,3,2,0,0,11,0,1,0,3,12-08-2020,5.5,MC
